subject,region,t,ref,rho
14,MFC,0.525,low-level,-0.0023469013468780725
14,MFC,0.55,alexnet conv1,0.013726210960680168
14,MFC,0.55,alexnet conv4,0.03400090055719101
14,MFC,0.55,resnet50 avgpool,0.047226783173216665
14,MFC,0.55,clip ln_post,0.03479016233896866
14,MFC,0.55,category,0.025455375905861066
14,MFC,0.55,low-level,-0.012414581804406851
14,MFC,0.575,alexnet conv1,0.0287092007796246
14,MFC,0.575,alexnet conv4,0.011099703417580969
14,MFC,0.575,resnet50 avgpool,0.00044691498945799473
14,MFC,0.575,clip ln_post,-0.006929400576792712
14,MFC,0.575,category,0.0018583180472154317
14,MFC,0.575,low-level,-0.009004697179187181
14,MFC,0.6,alexnet conv1,0.03912542363716027
14,MFC,0.6,alexnet conv4,-0.0019831276752427796
14,MFC,0.6,resnet50 avgpool,-0.01011520911306812
14,MFC,0.6,clip ln_post,-0.004638109883313285
14,MFC,0.6,category,-0.008668834830532803
14,MFC,0.6,low-level,-0.014259759747801201
14,MFC,0.625,alexnet conv1,0.05103092656624254
14,MFC,0.625,alexnet conv4,0.012671142144264574
14,MFC,0.625,resnet50 avgpool,-0.014608091116969027
14,MFC,0.625,clip ln_post,-0.0036448199423021717
14,MFC,0.625,category,-0.005889316295243767
14,MFC,0.625,low-level,-0.009510663752366219
14,MFC,0.65,alexnet conv1,0.06053275118720474
14,MFC,0.65,alexnet conv4,0.022421324288042523
14,MFC,0.65,resnet50 avgpool,-0.00018619041510429746
14,MFC,0.65,clip ln_post,-0.0180260802929621
14,MFC,0.65,category,0.0017051162381837527
14,MFC,0.65,low-level,0.013898974337283909
14,MFC,0.675,alexnet conv1,0.03656024874395089
14,MFC,0.675,alexnet conv4,0.015040443367609384
14,MFC,0.675,resnet50 avgpool,-0.0010058164738701808
14,MFC,0.675,clip ln_post,-0.0027229728003865805
14,MFC,0.675,category,0.012835128182641061
14,MFC,0.675,low-level,0.01604507903533428
14,MFC,0.7,alexnet conv1,0.0443409509473603
14,MFC,0.7,alexnet conv4,0.015175646476705149
14,MFC,0.7,resnet50 avgpool,0.009718938303139881
14,MFC,0.7,clip ln_post,0.008705046275100138
14,MFC,0.7,category,0.010668416883478742
14,MFC,0.7,low-level,0.0247390904917507
14,MFC,0.725,alexnet conv1,0.050866266129489766
14,MFC,0.725,alexnet conv4,0.005268267299818466
14,MFC,0.725,resnet50 avgpool,0.000657891057156121
14,MFC,0.725,clip ln_post,0.0031950826167370413
14,MFC,0.725,category,-0.010755960774353987
14,MFC,0.725,low-level,0.021849090809553478
14,MFC,0.75,alexnet conv1,0.03356242841221789
14,MFC,0.75,alexnet conv4,0.015672029672314923
14,MFC,0.75,resnet50 avgpool,0.012547001239533935
14,MFC,0.75,clip ln_post,0.01673962341066715
14,MFC,0.75,category,0.007880939812655596
14,MFC,0.75,low-level,0.03561941365928713
14,MFC,0.775,alexnet conv1,0.03146285037595192
14,MFC,0.775,alexnet conv4,0.010896709470551142
14,MFC,0.775,resnet50 avgpool,0.0061773800998807995
14,MFC,0.775,clip ln_post,0.01707963597637764
14,MFC,0.775,category,0.0066374186354504075
14,MFC,0.775,low-level,0.028169266295968932
14,MFC,0.8,alexnet conv1,0.021164978767913428
14,MFC,0.8,alexnet conv4,0.02235464498658901
14,MFC,0.8,resnet50 avgpool,0.013020122715173941
14,MFC,0.8,clip ln_post,0.011067958580065438
14,MFC,0.8,category,0.01822703600700275
14,MFC,0.8,low-level,0.026968457326806444
14,MFC,0.825,alexnet conv1,0.016430358521484566
14,MFC,0.825,alexnet conv4,0.019876342307563136
14,MFC,0.825,resnet50 avgpool,0.010561457180637786
14,MFC,0.825,clip ln_post,0.005885874019628047
14,MFC,0.825,category,0.0004078749461233014
14,MFC,0.825,low-level,0.02682573282085896
14,MFC,0.85,alexnet conv1,0.0020273748817808464
14,MFC,0.85,alexnet conv4,-0.002569508274561084
14,MFC,0.85,resnet50 avgpool,-0.007296106127260759
14,MFC,0.85,clip ln_post,-0.00511924891991517
14,MFC,0.85,category,-0.00903293783121848
14,MFC,0.85,low-level,-0.007778791649400801
14,MFC,0.875,alexnet conv1,0.0013155130902655
14,MFC,0.875,alexnet conv4,-0.012482528901817166
14,MFC,0.875,resnet50 avgpool,-0.013354748356259855
14,MFC,0.875,clip ln_post,0.0022664132183067703
14,MFC,0.875,category,-0.004251847609099977
14,MFC,0.875,low-level,-0.015604784937086523
14,MFC,0.9,alexnet conv1,0.009234061926487451
14,MFC,0.9,alexnet conv4,-0.003271556326598879
14,MFC,0.9,resnet50 avgpool,-0.005049587801033399
14,MFC,0.9,clip ln_post,0.008466942273586851
14,MFC,0.9,category,-0.009329393279864196
14,MFC,0.9,low-level,-0.0030124104562320496
14,MFC,0.925,alexnet conv1,0.00886947796086706
14,MFC,0.925,alexnet conv4,-0.010745197382717566
14,MFC,0.925,resnet50 avgpool,0.0010347953575638236
14,MFC,0.925,clip ln_post,-0.0038448707340421966
14,MFC,0.925,category,-0.01863889022089311
14,MFC,0.925,low-level,0.005121803842897999
14,MFC,0.95,alexnet conv1,0.011828718311190367
14,MFC,0.95,alexnet conv4,-0.014406132993065276
14,MFC,0.95,resnet50 avgpool,-0.006841927488540737
14,MFC,0.95,clip ln_post,-0.007926982015172208
14,MFC,0.95,category,-0.011060374758533817
14,MFC,0.95,low-level,0.00974186817308792
14,MFC,0.975,alexnet conv1,0.0009547260688257719
14,MFC,0.975,alexnet conv4,-0.030688028902886823
14,MFC,0.975,resnet50 avgpool,-0.025862101572809305
14,MFC,0.975,clip ln_post,-0.01733908792200723
14,MFC,0.975,category,-0.01791466348728881
14,MFC,0.975,low-level,0.0134516421189151
14,MFC,1.0,alexnet conv1,0.022708525983547407
14,MFC,1.0,alexnet conv4,-0.03167198838115106
14,MFC,1.0,resnet50 avgpool,-0.028390724635955374
14,MFC,1.0,clip ln_post,-0.016119084812024814
14,MFC,1.0,category,-0.020936917356368295
14,MFC,1.0,low-level,0.021104546623665094
14,MFC,1.025,alexnet conv1,0.030075325830971146
14,MFC,1.025,alexnet conv4,-0.014994122903896727
14,MFC,1.025,resnet50 avgpool,-0.012525397158750376
14,MFC,1.025,clip ln_post,-0.01670966991889998
14,MFC,1.025,category,-0.00624745039427886
14,MFC,1.025,low-level,0.030894934169590237
14,MFC,1.05,alexnet conv1,0.04432338706004516
14,MFC,1.05,alexnet conv4,0.017650738587316906
14,MFC,1.05,resnet50 avgpool,0.008519294030898317
14,MFC,1.05,clip ln_post,-0.0060997819661589275
14,MFC,1.05,category,0.025692142338000934
14,MFC,1.05,low-level,0.03679061548500609
14,MFC,1.075,alexnet conv1,0.02252595853300073
14,MFC,1.075,alexnet conv4,0.013237102690789471
14,MFC,1.075,resnet50 avgpool,0.01759808397658755
14,MFC,1.075,clip ln_post,-0.008464598381443082
14,MFC,1.075,category,0.030946765424399173
14,MFC,1.075,low-level,0.023231640826053192
14,MFC,1.1,alexnet conv1,0.0111191601387579
14,MFC,1.1,alexnet conv4,0.004447608639771377
14,MFC,1.1,resnet50 avgpool,0.025664333458160493
14,MFC,1.1,clip ln_post,-0.002249353549713982
14,MFC,1.1,category,0.03372031505803763
14,MFC,1.1,low-level,0.03429486168323559
14,MFC,1.125,alexnet conv1,0.01289259242963884
14,MFC,1.125,alexnet conv4,-0.008007384764854426
14,MFC,1.125,resnet50 avgpool,0.018038523057854517
14,MFC,1.125,clip ln_post,-0.002636786839160633
14,MFC,1.125,category,0.010001889532496762
14,MFC,1.125,low-level,0.017676730820814987
14,MFC,1.15,alexnet conv1,0.01682171601798429
14,MFC,1.15,alexnet conv4,0.003946806683920806
14,MFC,1.15,resnet50 avgpool,0.020984365366281107
14,MFC,1.15,clip ln_post,0.008687807794117
14,MFC,1.15,category,0.004196137860361184
14,MFC,1.15,low-level,0.02145254614281119
14,MFC,1.175,alexnet conv1,0.01106136507453661
14,MFC,1.175,alexnet conv4,-0.0016910545502927022
14,MFC,1.175,resnet50 avgpool,0.010353127858501319
14,MFC,1.175,clip ln_post,0.003384183968682431
14,MFC,1.175,category,-0.0065717607172939745
14,MFC,1.175,low-level,0.0017946610267370084
14,MFC,1.2,alexnet conv1,0.005520911487235296
14,MFC,1.2,alexnet conv4,-0.0160688997453892
14,MFC,1.2,resnet50 avgpool,-0.004037182654401697
14,MFC,1.2,clip ln_post,-0.005824446325314523
14,MFC,1.2,category,0.00011141949747758477
14,MFC,1.2,low-level,0.00276664329669271
15,MTL,-0.2,alexnet conv1,0.010931128439309736
15,MTL,-0.2,alexnet conv4,0.007821771059982066
15,MTL,-0.2,resnet50 avgpool,-0.0032790664469935513
15,MTL,-0.2,clip ln_post,0.010457958635996663
15,MTL,-0.2,category,0.021856594665359007
15,MTL,-0.2,low-level,0.003923316212965184
15,MTL,-0.175,alexnet conv1,0.0034494633785394258
15,MTL,-0.175,alexnet conv4,0.008782652463434187
15,MTL,-0.175,resnet50 avgpool,-0.004169790567453743
15,MTL,-0.175,clip ln_post,0.005673133991862961
15,MTL,-0.175,category,0.020022528051726864
15,MTL,-0.175,low-level,0.0031908958293269695
15,MTL,-0.15,alexnet conv1,0.012396388046419415
15,MTL,-0.15,alexnet conv4,0.005849323800487179
15,MTL,-0.15,resnet50 avgpool,0.00864709334048016
15,MTL,-0.15,clip ln_post,0.02198342885330134
15,MTL,-0.15,category,0.003165857723116068
15,MTL,-0.15,low-level,-0.008618505910938363
15,MTL,-0.125,alexnet conv1,-0.0003667860965898267
15,MTL,-0.125,alexnet conv4,-0.0005363840106076536
15,MTL,-0.125,resnet50 avgpool,0.008017488470370383
15,MTL,-0.125,clip ln_post,-0.0012243509896360469
15,MTL,-0.125,category,-0.009676413689764615
15,MTL,-0.125,low-level,-0.013801220342048063
15,MTL,-0.1,alexnet conv1,-0.008045558793810357
15,MTL,-0.1,alexnet conv4,0.007542095594096208
15,MTL,-0.1,resnet50 avgpool,0.004139493949207797
15,MTL,-0.1,clip ln_post,0.006973299824084693
15,MTL,-0.1,category,-0.0036814511383591294
15,MTL,-0.1,low-level,-0.004411762393734858
15,MTL,-0.075,alexnet conv1,-0.01057712984501354
15,MTL,-0.075,alexnet conv4,0.008021712308996471
15,MTL,-0.075,resnet50 avgpool,0.007365564269915649
15,MTL,-0.075,clip ln_post,0.01359264132693408
15,MTL,-0.075,category,-0.0038393635127693666
15,MTL,-0.075,low-level,0.006974271210313348
15,MTL,-0.05,alexnet conv1,-0.030299925469706966
15,MTL,-0.05,alexnet conv4,-0.0011760072073443012
15,MTL,-0.05,resnet50 avgpool,-0.0006009787784295271
15,MTL,-0.05,clip ln_post,-0.012379861593152802
15,MTL,-0.05,category,-0.020442993530578216
15,MTL,-0.05,low-level,-0.011382135171754102
15,MTL,-0.025,alexnet conv1,-0.036831798717071686
15,MTL,-0.025,alexnet conv4,-0.004010815075976129
15,MTL,-0.025,resnet50 avgpool,0.01112906247896941
15,MTL,-0.025,clip ln_post,0.0008981279199741162
15,MTL,-0.025,category,-0.014946501365865282
15,MTL,-0.025,low-level,-0.0030305027261060447
15,MTL,-0.0,alexnet conv1,-0.0316947056093376
15,MTL,-0.0,alexnet conv4,-0.0111719162376007
15,MTL,-0.0,resnet50 avgpool,0.013123084822644012
15,MTL,-0.0,clip ln_post,-0.01273865912538459
15,MTL,-0.0,category,0.0006963364943873082
15,MTL,-0.0,low-level,-0.0085862391345537
15,MTL,0.025,alexnet conv1,-0.012509592398734904
15,MTL,0.025,alexnet conv4,0.00993813812987164
15,MTL,0.025,resnet50 avgpool,0.018425260428808998
15,MTL,0.025,clip ln_post,0.005088493188775083
15,MTL,0.025,category,0.018772546967539806
15,MTL,0.025,low-level,0.010408003931269338
15,MTL,0.05,alexnet conv1,-0.01173220472622992
15,MTL,0.05,alexnet conv4,0.015880011035205307
15,MTL,0.05,resnet50 avgpool,0.00890097632724995
15,MTL,0.05,clip ln_post,-0.001967931843907957
15,MTL,0.05,category,0.010148248254267493
15,MTL,0.05,low-level,0.018362484392416896
15,MTL,0.075,alexnet conv1,-0.008345393343055058
15,MTL,0.075,alexnet conv4,0.04006381334156683
15,MTL,0.075,resnet50 avgpool,0.030271222053749814
15,MTL,0.075,clip ln_post,0.025436684343254117
15,MTL,0.075,category,0.019078858922721112
15,MTL,0.075,low-level,0.01791079462885984
15,MTL,0.1,alexnet conv1,-0.01535022053012648
15,MTL,0.1,alexnet conv4,0.03150749709125402
15,MTL,0.1,resnet50 avgpool,0.024507512337023946
15,MTL,0.1,clip ln_post,0.04449347791632828
15,MTL,0.1,category,0.0243223107766321
15,MTL,0.1,low-level,-0.012904489091825596
15,MTL,0.125,alexnet conv1,0.003567052661724563
15,MTL,0.125,alexnet conv4,0.027325890407735295
15,MTL,0.125,resnet50 avgpool,0.02566940786383257
15,MTL,0.125,clip ln_post,0.042705329848998316
15,MTL,0.125,category,0.02072266966356984
15,MTL,0.125,low-level,-0.0019560915640064462
15,MTL,0.15,alexnet conv1,0.016316640284912125
15,MTL,0.15,alexnet conv4,0.025531931743180202
15,MTL,0.15,resnet50 avgpool,0.024483499927199198
15,MTL,0.15,clip ln_post,0.058927505642288054
15,MTL,0.15,category,0.010435534622170454
15,MTL,0.15,low-level,-0.01332280376436231
15,MTL,0.175,alexnet conv1,-0.006503187551554351
15,MTL,0.175,alexnet conv4,0.016926203669000855
15,MTL,0.175,resnet50 avgpool,0.023541295558465188
15,MTL,0.175,clip ln_post,0.04587036554046693
15,MTL,0.175,category,0.0003291426599153123
15,MTL,0.175,low-level,-0.01660901465235766
15,MTL,0.2,alexnet conv1,-0.0026389035912409847
15,MTL,0.2,alexnet conv4,0.010257527666561843
15,MTL,0.2,resnet50 avgpool,0.0042767203768826504
15,MTL,0.2,clip ln_post,0.04039640760946148
15,MTL,0.2,category,0.001116801973238661
15,MTL,0.2,low-level,-0.015246187159236745
15,MTL,0.225,alexnet conv1,0.01618973181543716
15,MTL,0.225,alexnet conv4,0.016220042931985028
15,MTL,0.225,resnet50 avgpool,0.008950678117154888
15,MTL,0.225,clip ln_post,0.02430651110104693
15,MTL,0.225,category,-0.00580470667862207
15,MTL,0.225,low-level,0.004732894948500356
15,MTL,0.25,alexnet conv1,-0.004912685168768097
15,MTL,0.25,alexnet conv4,0.025510820604661928
15,MTL,0.25,resnet50 avgpool,0.021724740484906212
15,MTL,0.25,clip ln_post,0.02565600337824611
15,MTL,0.25,category,0.007111764524644149
15,MTL,0.25,low-level,-0.005775113436647331
15,MTL,0.275,alexnet conv1,0.0006643315250535684
15,MTL,0.275,alexnet conv4,0.03305711104078039
15,MTL,0.275,resnet50 avgpool,0.028339687391351343
15,MTL,0.275,clip ln_post,0.027113443567853484
15,MTL,0.275,category,-0.0035577848210499078
15,MTL,0.275,low-level,0.009373864219136796
15,MTL,0.3,alexnet conv1,-0.007957765131993701
15,MTL,0.3,alexnet conv4,0.02863667382972994
15,MTL,0.3,resnet50 avgpool,0.023419811064830817
15,MTL,0.3,clip ln_post,0.011756250965425817
15,MTL,0.3,category,0.003209616573856254
15,MTL,0.3,low-level,0.011904375283377367
15,MTL,0.325,alexnet conv1,0.0017208823901098953
15,MTL,0.325,alexnet conv4,0.029349800195357212
15,MTL,0.325,resnet50 avgpool,0.03717834518418089
15,MTL,0.325,clip ln_post,0.020781442299838443
15,MTL,0.325,category,0.011833915287128571
15,MTL,0.325,low-level,0.015907150245477515
15,MTL,0.35,alexnet conv1,0.002597894338798433
15,MTL,0.35,alexnet conv4,0.03734520130821336
15,MTL,0.35,resnet50 avgpool,0.05326045771538672
15,MTL,0.35,clip ln_post,0.04542781131804205
15,MTL,0.35,category,0.028804739139409414
15,MTL,0.35,low-level,0.021138074752316816
15,MTL,0.375,alexnet conv1,-0.007088509774832479
15,MTL,0.375,alexnet conv4,0.025269515700269148
15,MTL,0.375,resnet50 avgpool,0.028099336153040423
15,MTL,0.375,clip ln_post,0.022329340616970925
15,MTL,0.375,category,0.0028348125044729213
15,MTL,0.375,low-level,0.0017612553281903928
15,MTL,0.4,alexnet conv1,0.022110181063300052
15,MTL,0.4,alexnet conv4,0.024529680240659962
15,MTL,0.4,resnet50 avgpool,0.029633006803221864
15,MTL,0.4,clip ln_post,0.021081333231368387
15,MTL,0.4,category,0.012385657318200481
15,MTL,0.4,low-level,0.005856964405599134
15,MTL,0.425,alexnet conv1,-0.0007911691139413687
15,MTL,0.425,alexnet conv4,0.017966514824984105
15,MTL,0.425,resnet50 avgpool,0.015140080531172419
15,MTL,0.425,clip ln_post,0.007935503794856427
15,MTL,0.425,category,0.0107665798408136
15,MTL,0.425,low-level,0.005378504333007618
15,MTL,0.45,alexnet conv1,-0.0003422485260510773
15,MTL,0.45,alexnet conv4,-0.0055689846345578645
15,MTL,0.45,resnet50 avgpool,-0.00026788190273497773
15,MTL,0.45,clip ln_post,0.0013095043495807877
15,MTL,0.45,category,-0.006870139566209208
15,MTL,0.45,low-level,-0.02040993942235724
15,MTL,0.475,alexnet conv1,-0.02173614098298281
15,MTL,0.475,alexnet conv4,-0.03214596847844922
15,MTL,0.475,resnet50 avgpool,-0.02784262599739619
15,MTL,0.475,clip ln_post,-0.0159730176420235
15,MTL,0.475,category,-0.023774373863015858
15,MTL,0.475,low-level,-0.03077191929964207
15,MTL,0.5,alexnet conv1,-0.004191829597294908
15,MTL,0.5,alexnet conv4,-0.0273497240051697
15,MTL,0.5,resnet50 avgpool,-0.03403037882683969
15,MTL,0.5,clip ln_post,-0.030554948989561154
15,MTL,0.5,category,-0.03282104061386736
15,MTL,0.5,low-level,-0.012963276484267204
15,MTL,0.525,alexnet conv1,-0.00382544139854667
15,MTL,0.525,alexnet conv4,-0.02050953631285939
15,MTL,0.525,resnet50 avgpool,-0.009009286697206149
15,MTL,0.525,clip ln_post,-0.0036502954676607066
15,MTL,0.525,category,-0.018715470205704784
15,MTL,0.525,low-level,-0.00414132234617218
15,MTL,0.55,alexnet conv1,0.009138717871215233
15,MTL,0.55,alexnet conv4,-0.0005701795523836794
15,MTL,0.55,resnet50 avgpool,0.01579292456833787
15,MTL,0.55,clip ln_post,0.015692799295276852
15,MTL,0.55,category,-0.004113331969577487
15,MTL,0.55,low-level,0.008016111131687962
15,MTL,0.575,alexnet conv1,0.018530434332783122
15,MTL,0.575,alexnet conv4,-0.005179379821668052
15,MTL,0.575,resnet50 avgpool,0.009447599360858148
15,MTL,0.575,clip ln_post,0.0122710711683108
15,MTL,0.575,category,-0.009670706013581115
15,MTL,0.575,low-level,0.01139744537858185
15,MTL,0.6,alexnet conv1,0.020505181989516015
15,MTL,0.6,alexnet conv4,0.007469336671370819
15,MTL,0.6,resnet50 avgpool,0.017484695979114406
15,MTL,0.6,clip ln_post,0.024493416765712626
15,MTL,0.6,category,-0.0027263666569863733
15,MTL,0.6,low-level,0.008612366685536369
15,MTL,0.625,alexnet conv1,0.025341287127541526
15,MTL,0.625,alexnet conv4,0.039891125678317554
15,MTL,0.625,resnet50 avgpool,0.044492744946620096
15,MTL,0.625,clip ln_post,0.04804885461223976
15,MTL,0.625,category,0.019476493696838456
15,MTL,0.625,low-level,0.007917772371608
15,MTL,0.65,alexnet conv1,0.0055340566143096265
15,MTL,0.65,alexnet conv4,0.028566463386297637
15,MTL,0.65,resnet50 avgpool,0.030496986389406556
15,MTL,0.65,clip ln_post,0.04477118966776517
15,MTL,0.65,category,0.039822456732297125
15,MTL,0.65,low-level,0.005825536919803411
15,MTL,0.675,alexnet conv1,0.01523643785665662
15,MTL,0.675,alexnet conv4,0.05130380716129512
15,MTL,0.675,resnet50 avgpool,0.039559154837405484
15,MTL,0.675,clip ln_post,0.06773481166267635
15,MTL,0.675,category,0.041348308832020134
15,MTL,0.675,low-level,0.018845197300238342
15,MTL,0.7,alexnet conv1,0.005427226682071726
15,MTL,0.7,alexnet conv4,0.03281266000487092
15,MTL,0.7,resnet50 avgpool,0.033635254993685575
15,MTL,0.7,clip ln_post,0.05015888109142289
15,MTL,0.7,category,0.02464955087781958
15,MTL,0.7,low-level,0.015703072147648545
15,MTL,0.725,alexnet conv1,0.01026111841267075
15,MTL,0.725,alexnet conv4,0.019670216727318543
15,MTL,0.725,resnet50 avgpool,0.012605081437026324
15,MTL,0.725,clip ln_post,-0.004190489309828506
15,MTL,0.725,category,0.0027225615395307053
15,MTL,0.725,low-level,0.018132132149663614
15,MTL,0.75,alexnet conv1,0.016148967423204815
15,MTL,0.75,alexnet conv4,0.005860795179150943
15,MTL,0.75,resnet50 avgpool,-0.004630284022121239
15,MTL,0.75,clip ln_post,-0.0030330866456927145
15,MTL,0.75,category,-0.0216111645894684
15,MTL,0.75,low-level,0.012436525789824317
15,MTL,0.775,alexnet conv1,0.004832565941434542
15,MTL,0.775,alexnet conv4,-0.010458746377067661
15,MTL,0.775,resnet50 avgpool,-0.025999178184697644
15,MTL,0.775,clip ln_post,-0.02038809853597565
15,MTL,0.775,category,-0.036015436717900945
15,MTL,0.775,low-level,0.014824065876984758
15,MTL,0.8,alexnet conv1,0.01048562783975018
15,MTL,0.8,alexnet conv4,-0.010390266064331171
15,MTL,0.8,resnet50 avgpool,-0.027114932060183963
15,MTL,0.8,clip ln_post,-0.018644126794596594
15,MTL,0.8,category,-0.03050372408336534
15,MTL,0.8,low-level,0.01099940738674178
15,MTL,0.825,alexnet conv1,0.0055937928400657914
15,MTL,0.825,alexnet conv4,0.01510473044924606
15,MTL,0.825,resnet50 avgpool,0.00373915072736241
15,MTL,0.825,clip ln_post,0.011877643636481357
15,MTL,0.825,category,-0.0032552779833242744
15,MTL,0.825,low-level,0.013738676278486685
15,MTL,0.85,alexnet conv1,-0.0016614941235998152
15,MTL,0.85,alexnet conv4,0.01871009729017845
15,MTL,0.85,resnet50 avgpool,0.004374698290337041
15,MTL,0.85,clip ln_post,0.027015186964817743
15,MTL,0.85,category,-0.003036483729623344
15,MTL,0.85,low-level,-0.004999757137333612
15,MTL,0.875,alexnet conv1,-0.024119491060888308
15,MTL,0.875,alexnet conv4,-0.007257659852413216
15,MTL,0.875,resnet50 avgpool,-0.007513081270108985
15,MTL,0.875,clip ln_post,0.014475908487439973
15,MTL,0.875,category,0.004594679327719534
15,MTL,0.875,low-level,-0.01476549756999439
15,MTL,0.9,alexnet conv1,-0.023849473075003753
15,MTL,0.9,alexnet conv4,-0.01692417229580959
15,MTL,0.9,resnet50 avgpool,-0.01902568666084312
15,MTL,0.9,clip ln_post,0.0057326350229435314
15,MTL,0.9,category,0.022082999153971276
15,MTL,0.9,low-level,-0.028332594499867487
15,MTL,0.925,alexnet conv1,-0.03565304005420742
15,MTL,0.925,alexnet conv4,-0.01855776846467004
15,MTL,0.925,resnet50 avgpool,-0.013501823963705844
15,MTL,0.925,clip ln_post,-0.011649123012537333
15,MTL,0.925,category,-0.0020833018069784225
15,MTL,0.925,low-level,-0.033780439378192195
15,MTL,0.95,alexnet conv1,-0.016977025049998522
15,MTL,0.95,alexnet conv4,-0.01916384420168574
15,MTL,0.95,resnet50 avgpool,-0.002074512083168343
15,MTL,0.95,clip ln_post,0.0029501450822520246
15,MTL,0.95,category,0.005064611333494575
15,MTL,0.95,low-level,-0.012873151817686265
15,MTL,0.975,alexnet conv1,-0.020674411002296094
15,MTL,0.975,alexnet conv4,-0.0057241486835528975
15,MTL,0.975,resnet50 avgpool,0.014370338296546699
15,MTL,0.975,clip ln_post,0.016963504577996707
15,MTL,0.975,category,0.011091917383273243
15,MTL,0.975,low-level,-0.017425584791263247
15,MTL,1.0,alexnet conv1,-0.02000937872598305
15,MTL,1.0,alexnet conv4,-0.010879487098792358
15,MTL,1.0,resnet50 avgpool,0.002655022481131395
15,MTL,1.0,clip ln_post,0.00688333302790244
15,MTL,1.0,category,0.015511561308032032
15,MTL,1.0,low-level,-0.012994046713709212
15,MTL,1.025,alexnet conv1,-0.017715869792309828
15,MTL,1.025,alexnet conv4,0.0058650286833116455
15,MTL,1.025,resnet50 avgpool,-0.0018516409642058964
15,MTL,1.025,clip ln_post,-0.005492183907441604
15,MTL,1.025,category,0.012081247921747014
15,MTL,1.025,low-level,-0.004058068263778986
15,MTL,1.05,alexnet conv1,-0.01595333055893828
15,MTL,1.05,alexnet conv4,-0.008048750031155242
15,MTL,1.05,resnet50 avgpool,-0.016541067554947345
15,MTL,1.05,clip ln_post,-0.01109517994738186
15,MTL,1.05,category,0.010034094730597442
15,MTL,1.05,low-level,-0.01118382578716694
15,MTL,1.075,alexnet conv1,-0.03216289766232473
15,MTL,1.075,alexnet conv4,-0.01579545854932904
15,MTL,1.075,resnet50 avgpool,-0.027603900179822765
15,MTL,1.075,clip ln_post,-0.03079310292966994
15,MTL,1.075,category,-0.012653918098825101
15,MTL,1.075,low-level,0.0033546412621363363
15,MTL,1.1,alexnet conv1,-0.01548574260186449
15,MTL,1.1,alexnet conv4,-0.0160057209783882
15,MTL,1.1,resnet50 avgpool,-0.025672584602875533
15,MTL,1.1,clip ln_post,-0.023812194718922004
15,MTL,1.1,category,-0.018306420079220433
15,MTL,1.1,low-level,-0.005624021799569444
15,MTL,1.125,alexnet conv1,0.001960927553158056
15,MTL,1.125,alexnet conv4,0.007059276365394016
15,MTL,1.125,resnet50 avgpool,-0.007125153427474609
15,MTL,1.125,clip ln_post,-0.011595820810988875
15,MTL,1.125,category,-0.0060292086085065024
15,MTL,1.125,low-level,0.01123225494834777
15,MTL,1.15,alexnet conv1,-0.001540536401601881
15,MTL,1.15,alexnet conv4,0.0018203149665236146
15,MTL,1.15,resnet50 avgpool,-0.0034041513522714414
15,MTL,1.15,clip ln_post,-0.007507140188166568
15,MTL,1.15,category,0.012792804885956997
15,MTL,1.15,low-level,-0.0032380185324125455
15,MTL,1.175,alexnet conv1,0.0003581547741799909
15,MTL,1.175,alexnet conv4,0.002316462967457795
15,MTL,1.175,resnet50 avgpool,0.00671789129376841
15,MTL,1.175,clip ln_post,0.019728467682589103
15,MTL,1.175,category,0.0164951841703223
15,MTL,1.175,low-level,-0.002418244268782589
15,MTL,1.2,alexnet conv1,-0.002997994311356047
15,MTL,1.2,alexnet conv4,0.024040180516617413
15,MTL,1.2,resnet50 avgpool,0.0038923623383655204
15,MTL,1.2,clip ln_post,0.011477782080444211
15,MTL,1.2,category,0.04041224993792573
15,MTL,1.2,low-level,-0.01742870998078827
15,MFC,-0.2,alexnet conv1,0.04404647915890363
15,MFC,-0.2,alexnet conv4,0.006133467965209334
15,MFC,-0.2,resnet50 avgpool,0.003985335115812565
15,MFC,-0.2,clip ln_post,0.0011640138898114107
15,MFC,-0.2,category,0.019094079392543786
15,MFC,-0.2,low-level,0.007569602094683733
15,MFC,-0.175,alexnet conv1,0.033405447242715526
15,MFC,-0.175,alexnet conv4,-0.005050766996256243
15,MFC,-0.175,resnet50 avgpool,-0.005155254647272811
15,MFC,-0.175,clip ln_post,0.02130882286495364
15,MFC,-0.175,category,0.018140897469898862
15,MFC,-0.175,low-level,0.0036319825014130376
15,MFC,-0.15,alexnet conv1,0.010510856496013792
15,MFC,-0.15,alexnet conv4,-0.021742404249412345
15,MFC,-0.15,resnet50 avgpool,-0.03273352827299038
15,MFC,-0.15,clip ln_post,-0.004416066778482727
15,MFC,-0.15,category,0.006396402442978498
15,MFC,-0.15,low-level,-0.005433747696090951
15,MFC,-0.125,alexnet conv1,0.008814371526190752
15,MFC,-0.125,alexnet conv4,-0.009801567347628068
15,MFC,-0.125,resnet50 avgpool,-0.018553902250824646
15,MFC,-0.125,clip ln_post,-0.0034394128334638446
15,MFC,-0.125,category,0.017872636689274246
15,MFC,-0.125,low-level,-0.0017985997320920006
15,MFC,-0.1,alexnet conv1,0.0028689513696539383
15,MFC,-0.1,alexnet conv4,-0.012044287118752332
15,MFC,-0.1,resnet50 avgpool,-0.016230043538465105
15,MFC,-0.1,clip ln_post,-0.0031110826772561754
